,node,category
2888,545970661,proukr
2889,547106952,proukr
2890,549549910,proukr
2891,549646503,proukr
2892,549697565,proukr
2893,549786619,proukr
2894,550047907,pax
2895,550412800,proukr
2896,550555137,proukr
2897,550810589,proukr
2898,551239859,proukr
2899,551338399,pax
2900,551342421,proukr
2901,551763116,proukr
2902,552076163,dontcare
2903,552084514,proukr
2904,552174785,pax
2905,552972831,pax
2906,553040903,dontcare
2907,553042183,pax
2908,553691103,proukr
2909,553739165,proukr
2910,554758317,proukr
2911,554866470,proukr
2912,554953739,proukr
2913,555431921,proukr
2914,555446752,dontcare
2915,556235011,pax
2916,557037685,proukr
2917,557083854,proukr
2918,557136227,proukr
2919,557203576,proukr
2920,557418472,pax
2921,557813372,proukr
2922,558134353,prorus
2923,558207176,pax
2924,559023147,proukr
2925,559788124,pax
2926,559977786,proukr
2927,560249080,pax
2928,560269519,proukr
2929,560817896,proukr
2930,561100654,pax
2931,561534504,proukr
2932,561588213,proukr
2933,562054063,dontcare
2934,562662650,proukr
2935,563184235,proukr
2936,563880180,pax
2937,563924333,proukr
2938,564313643,proukr
2939,564947096,proukr
2940,565101231,dontcare
2941,565131915,proukr
2942,565291675,pax
2943,565451024,proukr
2944,565652374,proukr
2945,565949730,proukr
2946,566278892,proukr
2947,566822128,proukr
2948,567169564,pax
2949,567350945,proukr
2950,567497431,dontcare
2951,567634152,proukr
2952,567673300,pax
2953,569422609,proukr
2954,569425982,dontcare
2955,570066444,pax
2956,570642975,proukr
2957,570951911,pax
2958,571044251,pax
2959,571224125,proukr
2960,571864971,dontcare
2961,571969857,proukr
2962,572123006,proukr
2963,572992119,pax
2964,573008688,proukr
2965,573382568,proukr
2966,574086102,proukr
2967,574353469,pax
2968,575474865,pax
2969,576391251,proukr
2970,578393872,proukr
2971,578590553,proukr
2972,579287636,pax
2973,579747564,prorus
2974,580002457,pax
2975,580026542,dontcare
2976,580963228,proukr
2977,581034670,proukr
2978,581073779,proukr
2979,581164524,proukr
2980,581208856,pax
2981,581526397,proukr
2982,581918209,proukr
2983,582152087,proukr
2984,582168070,proukr
2985,582236593,pax
2986,584834521,proukr
2987,584959441,pax
2988,586140188,pax
2989,586624738,proukr
2990,587767105,prorus
2991,587951840,prorus
2992,588153952,pax
2993,588750058,pax
2994,589150095,prorus
2995,589606816,proukr
2996,590040268,proukr
2997,591393690,pax
2998,591538799,proukr
2999,592217455,proukr
3000,592700565,proukr
3001,593822791,pax
3002,594672201,proukr
3003,594683722,proukr
3004,595162282,proukr
3005,595295495,proukr
3006,595742340,pax
3007,596268186,proukr
3008,596527396,proukr
3009,597041967,proukr
3010,597465686,proukr
3011,597480158,proukr
3012,597492087,proukr
3013,598022552,proukr
3014,598386153,proukr
3015,598521547,pax
3016,599427190,proukr
3017,599475665,proukr
3018,599787992,proukr
3019,600020362,proukr
3020,600024481,proukr
3021,600361167,proukr
3022,601007144,proukr
3023,602068266,proukr
3024,602566752,pax
3025,602655695,pax
3026,602976830,pax
3027,603638610,proukr
3028,603646548,proukr
3029,604890471,proukr
3030,605091066,proukr
3031,605667542,proukr
3032,607251653,proukr
3033,608125539,proukr
3034,608165419,pax
3035,609044656,proukr
3036,609049297,proukr
3037,609793904,proukr
3038,610626706,proukr
3039,611027837,proukr
3040,611650814,pax
3041,611723769,proukr
3042,611853672,pax
3043,612253780,proukr
3044,613479938,proukr
3045,614425492,dontcare
3046,614667453,proukr
3047,614771274,proukr
3048,615300515,dontcare
3049,615660889,pax
3050,615670110,pax
3051,616487153,proukr
3052,616635716,pax
3053,616662426,proukr
3054,617772546,proukr
3055,618237768,proukr
3056,618371746,proukr
3057,618390979,proukr
3058,618492292,proukr
3059,619305880,prorus
3060,619347338,proukr
3061,619635949,pax
3062,620026824,proukr
3063,620167039,proukr
3064,620297304,proukr
3065,620604453,proukr
3066,620908933,pax
3067,621122011,proukr
3068,621709488,proukr
3069,623030031,proukr
3070,623220946,proukr
3071,623425478,proukr
3072,624351505,pax
3073,624827127,proukr
3074,624847870,proukr
3075,624980762,proukr
3076,625012609,proukr
3077,627813945,proukr
3078,628071337,pax
3079,629460644,pax
3080,629879443,proukr
3081,630319799,proukr
3082,630773629,proukr
3083,631640810,proukr
3084,631858291,proukr
3085,632676041,dontcare
3086,633091000,proukr
3087,633120474,pax
3088,633356392,proukr
3089,633959902,proukr
3090,634090398,proukr
3091,634726425,proukr
3092,635339399,pax
3093,635467994,pax
3094,636127267,pax
3095,636139110,dontcare
3096,636791961,proukr
3097,700071853,proukr
3098,700416565,proukr
3099,700499022,dontcare
3100,701097499,dontcare
3101,701120390,pax
3102,701207138,pax
3103,701432497,proukr
3104,703626110,proukr
3105,705722682,proukr
3106,706138485,proukr
3107,706366472,proukr
3108,707684377,proukr
3109,707817493,proukr
3110,708775850,dontcare
3111,709037049,dontcare
3112,709473725,proukr
3113,709822279,pax
3114,710625694,pax
3115,710798937,pax
3116,712804218,pax
3117,714796165,proukr
3118,714965275,pax
3119,715289756,proukr
3120,716243750,pax
3121,716254481,proukr
3122,718127025,prorus
3123,718535077,pax
3124,719323277,proukr
3125,719778228,proukr
3126,720569081,proukr
3127,720634976,proukr
3128,722325450,pax
3129,722431116,pax
3130,722731813,proukr
3131,723220117,proukr
3132,723487591,pax
3133,723769213,proukr
3134,723820321,dontcare
3135,724219435,pax
3136,725098988,prorus
3137,725556481,pax
3138,726830786,proukr
3139,726934256,proukr
3140,728108946,proukr
3141,730420616,proukr
3142,730732544,proukr
3143,731344207,proukr
3144,731594455,proukr
3145,732066798,prorus
3146,734601072,pax
3147,734973200,proukr
3148,737585496,proukr
3149,738042086,proukr
3150,739459183,proukr
3151,739799648,proukr
3152,740271582,proukr
3153,741246122,proukr
3154,741438314,proukr
3155,741522402,proukr
3156,741769585,proukr
3157,742126896,proukr
3158,742421503,proukr
3159,742496527,pax
3160,744239370,proukr
3161,744863280,proukr
3162,745267112,pax
3163,746332874,pax
3164,747866178,proukr
3165,748123717,proukr
3166,748362288,pax
3167,749419963,pax
3168,749857962,pax
3169,750670310,pax
3170,751138182,dontcare
3171,752708580,proukr
3172,753668096,pax
3173,753777020,proukr
3174,755213532,dontcare
3175,755889342,proukr
3176,757342316,proukr
3177,757395601,pax
3178,763642586,pax
3179,764004494,pax
3180,765324667,proukr
3181,765555246,proukr
3182,765762757,dontcare
3183,767731717,proukr
3184,767803314,proukr
3185,769702230,pax
3186,769896643,proukr
3187,770356860,proukr
3188,771199788,proukr
3189,771383605,dontcare
3190,771850346,proukr
3191,773140213,proukr
3192,776363430,pax
3193,777876193,pax
3194,779398435,proukr
3195,779439068,proukr
3196,780108938,pax
3197,780558998,proukr
3198,780662906,proukr
3199,781471836,proukr
3200,782413784,proukr
3201,784377872,pax
3202,784508396,proukr
3203,784915069,pax
3204,787134889,dontcare
3205,787774580,dontcare
3206,788387953,proukr
3207,789632886,proukr
3208,790287205,proukr
3209,791032747,proukr
3210,791644933,pax
3211,792119786,pax
3212,792139214,pax
3213,793922982,pax
3214,794805744,proukr
3215,794894330,proukr
3216,794925054,pax
3217,795961902,pax
3218,796724744,pax
3219,797026736,pax
3220,798910302,proukr
3221,799531411,proukr
3222,799993093,proukr
3223,800177784,pax
3224,802817546,pax
3225,803612732,pax
3226,803639558,proukr
3227,804430039,proukr
3228,805741063,prorus
3229,806242693,proukr
3230,806331624,proukr
3231,806517978,proukr
3232,806839555,pax
3233,808435314,dontcare
3234,809039148,dontcare
3235,810654438,pax
3236,810751759,pax
3237,811740535,proukr
3238,811757551,proukr
3239,813515130,dontcare
3240,815213509,pax
3241,815486352,proukr
3242,815871284,prorus
3243,817401306,pax
3244,817676089,pax
3245,818232877,proukr
3246,819507775,proukr
3247,819886814,proukr
3248,821901517,proukr
3249,822833460,proukr
3250,823296060,pax
3251,823302295,proukr
3252,823476720,proukr
3253,824450408,proukr
3254,824903725,proukr
3255,825652315,proukr
3256,825847554,dontcare
3257,826694388,proukr
3258,827333887,proukr
3259,827589547,pax
3260,827801822,pax
3261,827960660,pax
3262,830052548,proukr
3263,831282715,proukr
3264,831754963,proukr
3265,833616248,proukr
3266,833966012,pax
3267,834034986,proukr
3268,834528674,proukr
3269,835455770,proukr
3270,837689977,dontcare
3271,838137182,pax
3272,838267590,proukr
3273,838469192,proukr
3274,839722819,proukr
3275,839802908,dontcare
3276,840326004,proukr
3277,841437061,proukr
3278,841472581,pax
3279,843349998,prorus
3280,843718836,pax
3281,844631388,proukr
3282,845033473,proukr
3283,845484648,proukr
3284,847194566,proukr
3285,847564315,proukr
3286,848279118,proukr
3287,849904062,proukr
3288,850678274,proukr
3289,851060574,proukr
3290,851791909,proukr
3291,852963955,proukr
3292,855716827,prorus
3293,856959757,proukr
3294,857026387,proukr
3295,858871999,proukr
3296,859499834,prorus
3297,861174223,proukr
3298,861927176,proukr
3299,862658023,pax
3300,863278820,pax
3301,864700002,pax
3302,867121998,proukr
3303,870544742,proukr
3304,871161589,proukr
3305,875113044,proukr
3306,875760348,proukr
3307,876303480,pax
3308,876724856,proukr
3309,880008290,proukr
3310,880624412,proukr
3311,881903108,proukr
3312,885626677,proukr
3313,885725444,proukr
3314,889529041,proukr
3315,890800652,proukr
3316,893931710,proukr
3317,894437281,proukr
3318,894808080,proukr
3319,896136433,proukr
3320,898871838,proukr
3321,898979912,proukr
3322,899890165,proukr
3323,900547382,dontcare
3324,900577080,proukr
3325,900649542,proukr
3326,900694766,pax
3327,900982544,proukr
3328,906273126,pax
3329,906647966,proukr
3330,906779851,pax
3331,907115786,proukr
3332,907139600,dontcare
3333,908362512,pax
3334,908519516,pax
3335,908909312,pax
3336,910761535,proukr
3337,911937330,proukr
3338,915239916,dontcare
3339,915837860,proukr
3340,918553862,proukr
3341,920081160,proukr
3342,921619370,proukr
3343,921690248,proukr
3344,922263870,proukr
3345,923634799,proukr
3346,928737074,proukr
3347,929481326,proukr
3348,930419292,pax
3349,930458352,proukr
3350,930709326,proukr
3351,930960672,proukr
3352,931508288,proukr
3353,932568332,proukr
3354,932663203,proukr
3355,936227640,proukr
3356,936560401,pax
3357,937059116,proukr
3358,938145907,pax
3359,938607001,pax
3360,940012489,proukr
3361,941286290,proukr
3362,942447002,proukr
3363,946343472,proukr
3364,948485640,proukr
3365,948978698,proukr
3366,952551607,proukr
3367,953364043,proukr
3368,955153368,pax
3369,955906094,proukr
3370,956566580,proukr
3371,956939179,dontcare
3372,957549356,pax
3373,958800630,proukr
3374,959128364,proukr
3375,960883986,pax
3376,961228802,pax
3377,962156306,proukr
3378,962654210,pax
3379,963085579,proukr
3380,963709502,proukr
3381,964623727,proukr
3382,965965916,proukr
3383,966441265,dontcare
3384,967662560,prorus
3385,970577438,proukr
3386,970803127,proukr
3387,971579814,proukr
3388,972826051,proukr
3389,972849379,pax
3390,974259030,proukr
3391,974270952,pax
3392,976084290,proukr
3393,977746172,dontcare
3394,979847862,pax
3395,980675970,proukr
3396,980841944,proukr
3397,981670711,proukr
3398,982403090,pax
3399,982767486,proukr
3400,983340228,proukr
3401,984908701,pax
3402,985903603,proukr
3403,986714714,pax
3404,986723371,proukr
3405,987139884,proukr
3406,987296342,proukr
3407,987759248,dontcare
3408,988735226,proukr
3409,989741419,proukr
3410,991750484,proukr
3411,991757240,pax
3412,992151308,proukr
3413,994390154,proukr
3414,997354591,pax
3415,997420128,proukr
3416,1001695700,pax
3417,1004422837,proukr
3418,1004602050,proukr
3419,1004825918,proukr
3420,1005753643,pax
3421,1006889684,proukr
3422,1009506132,proukr
3423,1009717165,prorus
3424,1010326561,pax
3425,1010577992,proukr
3426,1012011721,proukr
3427,1012157576,dontcare
3428,1012604486,proukr
3429,1012718378,prorus
3430,1012961360,dontcare
3431,1013293286,proukr
3432,1014532957,proukr
3433,1017660930,proukr
3434,1022942592,proukr
3435,1023464803,pax
3436,1024502700,proukr
3437,1026954914,proukr
3438,1028145588,proukr
3439,1029101293,proukr
3440,1030282789,proukr
3441,1030421262,pax
3442,1031421481,proukr
3443,1031678227,proukr
3444,1032849138,proukr
3445,1038013351,pax
3446,1039063154,proukr
3447,1041167624,prorus
3448,1042245536,proukr
3449,1042414484,proukr
3450,1043343001,pax
3451,1044932990,proukr
3452,1044973248,proukr
3453,1045412502,pax
3454,1045429927,proukr
3455,1046394948,prorus
3456,1049619811,proukr
3457,1052521027,proukr
3458,1052526938,pax
3459,1054144447,proukr
3460,1054983876,proukr
3461,1056072667,proukr
3462,1056105144,pax
3463,1056716616,proukr
3464,1060872990,proukr
3465,1061021846,proukr
3466,1061096712,proukr
3467,1061574432,proukr
3468,1062280040,proukr
3469,1062937651,pax
3470,1062963775,pax
3471,1063372524,proukr
3472,1063722252,proukr
3473,1063783830,proukr
3474,1064463919,proukr
3475,1065190608,prorus
3476,1067383494,proukr
3477,1070808277,proukr
3478,1071669066,dontcare
3479,1071883141,dontcare
3480,1072651464,proukr
3481,1073392927,proukr
3482,1073554316,prorus
3483,1076749520,dontcare
3484,1077801097,proukr
3485,1077833706,proukr
3486,1078191404,proukr
3487,1078364808,pax
3488,1081819903,pax
3489,1083411992,proukr
3490,1087050018,dontcare
3491,1087182504,proukr
3492,1087343498,proukr
3493,1091361787,proukr
3494,1092439004,pax
3495,1099038462,proukr
3496,1099170332,proukr
3497,1101299929,pax
3498,1102749780,dontcare
3499,1104118950,prorus
3500,1104404894,dontcare
3501,1104959191,proukr
3502,1105930706,proukr
3503,1106581368,proukr
3504,1106773230,proukr
3505,1107055398,proukr
3506,1107183560,proukr
3507,1107471787,pax
3508,1108878745,proukr
3509,1109829834,proukr
3510,1112010642,prorus
3511,1112872008,proukr
3512,1114580845,proukr
3513,1115353484,proukr
3514,1115355895,proukr
3515,1115467082,proukr
3516,1119716329,proukr
3517,1121226546,proukr
3518,1122008400,dontcare
3519,1123217857,pax
3520,1125109580,pax
3521,1127655577,proukr
3522,1132397256,prorus
3523,1134550993,pax
3524,1134921242,proukr
3525,1136490145,proukr
3526,1140183523,proukr
3527,1142481230,proukr
3528,1143848268,proukr
3529,1146437522,pax
3530,1148408072,proukr
3531,1149747295,proukr
3532,1151323981,proukr
3533,1151339696,proukr
3534,1151492887,proukr
3535,1152760165,proukr
3536,1153173667,proukr
3537,1153599170,proukr
3538,1155085159,pax
3539,1155372684,proukr
3540,1156023866,proukr
3541,1160640955,proukr
3542,1163504948,proukr
3543,1163887880,proukr
3544,1164487040,proukr
3545,1164630930,proukr
3546,1165208167,proukr
3547,1166154594,proukr
3548,1167762434,dontcare
3549,1169533434,proukr
3550,1169693485,proukr
3551,1170483566,proukr
3552,1170723920,pax
3553,1176139712,pax
3554,1180230271,prorus
3555,1182581022,pax
3556,1182840414,proukr
3557,1184277816,proukr
3558,1187538566,proukr
3559,1189847988,proukr
3560,1190093942,proukr
3561,1193963046,pax
3562,1196740159,proukr
3563,1198364389,proukr
3564,1199553378,proukr
3565,1201462382,pax
3566,1201535478,proukr
3567,1201819807,dontcare
3568,1203580638,prorus
3569,1206533161,dontcare
3570,1209041552,pax
3571,1209216199,proukr
3572,1209775939,dontcare
3573,1213706269,proukr
3574,1214247134,pax
3575,1216367478,pax
3576,1216444724,pax
3577,1216752834,proukr
3578,1217487751,proukr
3579,1219853635,prorus
3580,1221709213,proukr
3581,1223350057,proukr
3582,1224451627,proukr
3583,1228429190,dontcare
3584,1228930686,proukr
3585,1231577023,pax
3586,1236641310,proukr
3587,1239970512,proukr
3588,1241195551,pax
3589,1242368977,proukr
3590,1242607230,proukr
3591,1243705190,proukr
3592,1244113357,proukr
3593,1244372887,proukr
3594,1246254211,pax
3595,1247874902,pax
3596,1250010554,proukr
3597,1252992024,pax
3598,1252997479,proukr
3599,1256705564,pax
3600,1258712054,proukr
3601,1260244033,proukr
3602,1262211571,dontcare
3603,1263044024,proukr
3604,1263960926,prorus
3605,1264294789,proukr
3606,1264568815,proukr
3607,1264622588,pax
3608,1267275698,proukr
3609,1268504352,proukr
3610,1268595950,proukr
3611,1270777692,proukr
3612,1270912477,dontcare
3613,1271152140,proukr
3614,1272014784,proukr
3615,1272502176,proukr
3616,1273318556,proukr
3617,1273661910,pax
3618,1275662160,proukr
3619,1275838454,proukr
3620,1277880908,proukr
3621,1278191406,proukr
3622,1278701004,proukr
3623,1279623896,proukr
3624,1279952418,proukr
3625,1281794005,dontcare
3626,1283798035,proukr
3627,1284184980,prorus
3628,1284239491,pax
3629,1284579672,proukr
3630,1286336292,proukr
3631,1286905933,proukr
3632,1287904592,proukr
3633,1289487404,proukr
3634,1289835132,proukr
3635,1291121335,proukr
3636,1291244252,proukr
3637,1293942926,proukr
3638,1303527907,proukr
3639,1305773712,proukr
3640,1308622442,pax
3641,1313297438,proukr
3642,1314361747,pax
3643,1315756796,proukr
3644,1316951466,pax
3645,1319057610,proukr
3646,1320240672,proukr
3647,1323234602,proukr
3648,1323358128,proukr
3649,1325356094,dontcare
3650,1333143948,proukr
3651,1333663080,proukr
3652,1334151205,proukr
3653,1334993402,proukr
3654,1335451760,proukr
3655,1339348616,proukr
3656,1341462944,proukr
3657,1342644582,dontcare
3658,1342744531,proukr
3659,1342806296,pax
3660,1343249748,prorus
3661,1344413262,dontcare
3662,1346343362,proukr
3663,1348649402,prorus
3664,1351298353,proukr
3665,1351356942,proukr
3666,1354789608,proukr
3667,1355259482,pax
3668,1356031938,proukr
3669,1356271740,pax
3670,1361430312,proukr
3671,1362172682,pax
3672,1362890611,pax
3673,1365647100,proukr
3674,1365990234,proukr
3675,1366909957,proukr
3676,1368968899,proukr
3677,1369154816,pax
3678,1369600752,proukr
3679,1369777832,proukr
3680,1371141750,proukr
3681,1372426416,proukr
3682,1375608655,proukr
3683,1380163632,proukr
3684,1383905040,proukr
3685,1384316268,prorus
3686,1385420952,pax
3687,1385593526,pax
3688,1385711820,proukr
3689,1387443397,proukr
3690,1389528840,pax
3691,1393556402,proukr
3692,1393613682,proukr
3693,1395692432,proukr
3694,1398000828,pax
3695,1399046984,proukr
3696,1399271929,proukr
3697,1400971734,proukr
3698,1402869817,proukr
3699,1403264108,pax
3700,1404526284,pax
3701,1409726425,dontcare
3702,1411334761,proukr
3703,1413162582,pax
3704,1414626480,proukr
3705,1415311206,proukr
3706,1419388124,proukr
3707,1420637394,proukr
3708,1421685668,dontcare
3709,1423120962,proukr
3710,1423883251,pax
3711,1424491747,pax
3712,1424741568,proukr
3713,1425007519,proukr
3714,1428245454,proukr
3715,1428762601,dontcare
3716,1433815236,pax
3717,1434038420,proukr
3718,1434063462,proukr
3719,1434240264,proukr
3720,1437745622,prorus
3721,1438742467,dontcare
3722,1445202847,dontcare
3723,1449796752,proukr
3724,1449825235,proukr
3725,1450462038,proukr
3726,1451377339,proukr
3727,1452249282,pax
3728,1453102652,proukr
3729,1454701693,proukr
3730,1455237787,pax
3731,1456790618,prorus
3732,1459549788,proukr
3733,1460038886,proukr
3734,1460525491,prorus
3735,1461447824,pax
3736,1466009443,pax
3737,1469336820,dontcare
3738,1477052755,pax
3739,1477651074,proukr
3740,1477930118,dontcare
3741,1478037920,proukr
3742,1478689148,pax
3743,1478902082,pax
3744,1480979274,proukr
3745,1481841577,proukr
3746,1483314709,proukr
3747,1485538778,pax
3748,1488638768,proukr
3749,1489505160,proukr
3750,1491213414,pax
3751,1491318050,proukr
3752,1491795722,proukr
3753,1493001480,proukr
3754,1493856955,proukr
3755,1497051931,dontcare
3756,1497382651,proukr
3757,1498736622,proukr
3758,1499495772,dontcare
3759,1502408947,pax
3760,1502763920,dontcare
3761,1505791153,proukr
3762,1505901446,pax
3763,1507279322,proukr
3764,1507349874,proukr
3765,1511083428,pax
3766,1511624532,dontcare
3767,1514067583,proukr
3768,1514832626,proukr
3769,1516544017,pax
3770,1516871095,proukr
3771,1519324610,proukr
3772,1519389961,pax
3773,1520074039,proukr
3774,1520623903,pax
3775,1522327446,proukr
3776,1523891821,proukr
3777,1533717906,proukr
3778,1537293954,proukr
3779,1537352035,proukr
3780,1537652671,proukr
3781,1541324454,proukr
3782,1541441893,proukr
3783,1544528678,proukr
3784,1545108667,prorus
3785,1548195841,proukr
3786,1548917023,proukr
3787,1548931548,pax
3788,1549005932,prorus
3789,1549527470,proukr
3790,1552087633,prorus
3791,1559021472,pax
3792,1561313418,proukr
3793,1561688898,proukr
3794,1566560360,pax
3795,1573477602,proukr
3796,1573631916,proukr
3797,1573800344,proukr
3798,1574282581,pax
3799,1575408720,proukr
3800,1576390969,dontcare
3801,1582076288,proukr
3802,1582162998,proukr
3803,1587303894,proukr
3804,1588580377,pax
3805,1588858632,proukr
3806,1590729900,pax
3807,1591345968,pax
3808,1593224094,proukr
3809,1595637320,pax
3810,1599568117,proukr
3811,1601497262,proukr
3812,1601970416,pax
3813,1602535488,proukr
3814,1603331444,proukr
3815,1603817035,pax
3816,1610440968,proukr
3817,1611673951,pax
3818,1612674169,proukr
3819,1615681266,pax
3820,1617614533,proukr
3821,1618063621,proukr
3822,1618682941,pax
3823,1618966068,proukr
3824,1622276462,prorus
3825,1622985972,pax
3826,1625647189,pax
3827,1628640618,proukr
3828,1628810054,proukr
3829,1631358120,proukr
3830,1633892665,proukr
3831,1636490840,proukr
3832,1639663394,proukr
3833,1641158090,proukr
3834,1648213129,proukr
3835,1650861697,proukr
3836,1650917107,proukr
3837,1651208408,proukr
3838,1651880388,proukr
3839,1653797208,proukr
3840,1653936146,pax
3841,1657678644,proukr
3842,1664846305,pax
3843,1666083234,proukr
3844,1666184288,proukr
3845,1666390904,dontcare
3846,1667551495,pax
3847,1668743185,proukr
3848,1668983874,pax
3849,1671770444,pax
3850,1672769292,pax
3851,1672928202,dontcare
3852,1676360502,proukr
3853,1678601125,pax
3854,1680691602,prorus
3855,1681616449,proukr
3856,1683628344,proukr
3857,1686576734,proukr
3858,1688841223,proukr
3859,1689319957,proukr
3860,1690038312,proukr
3861,1691215087,proukr
3862,1691478300,proukr
3863,1696619809,pax
3864,1697751708,proukr
3865,1700771629,dontcare
3866,1701326990,proukr
3867,1701423990,proukr
3868,1705527049,pax
3869,1712436870,pax
3870,1713427759,proukr
3871,1713778489,pax
3872,1714062648,proukr
3873,1714991388,proukr
3874,1717454642,proukr
3875,1718357838,pax
3876,1720479805,proukr
3877,1720957874,proukr
3878,1723537538,proukr
3879,1723891909,proukr
3880,1724882696,proukr
3881,1725810332,proukr
3882,1726201231,proukr
3883,1726225616,pax
3884,1727008657,proukr
3885,1729758474,proukr
3886,1731665011,proukr
3887,1742642538,proukr
3888,1789972818,proukr
3889,1837288724,proukr
3890,1840746230,proukr
3891,1848003236,proukr
3892,1852184286,proukr
3893,1852267303,proukr
3894,1852338330,pax
3895,1852566217,pax
3896,1852712251,proukr
3897,1854347322,dontcare
3898,1857320455,pax
3899,1857859717,proukr
3900,1860031908,proukr
3901,1861530738,pax
3902,1862612154,proukr
3903,1863835734,pax
3904,1864161151,proukr
3905,1865461092,pax
3906,1867417856,proukr
3907,1867750286,proukr
3908,1869779160,pax
3909,1871454546,proukr
3910,1877315922,pax
3911,1879719710,dontcare
3912,1884366960,proukr
3913,1884551508,proukr
3914,1887669168,proukr
3915,1890156590,proukr
3916,1890713911,proukr
3917,1891664893,proukr
3918,1895436799,proukr
3919,1896835741,pax
3920,1898398482,proukr
3921,1898421512,dontcare
3922,1901928318,proukr
3923,1908482892,proukr
3924,1909483010,proukr
3925,1909730504,proukr
3926,1909899541,proukr
3927,1911731102,proukr
3928,1913235571,pax
3929,1914067015,proukr
3930,1917490381,proukr
3931,1920073514,dontcare
3932,1921333117,proukr
3933,1924302038,proukr
3934,1924501530,proukr
3935,1925578574,proukr
3936,1926381835,proukr
3937,1926430159,proukr
3938,1928987790,proukr
3939,1929030181,proukr
3940,1930679520,prorus
3941,1934967511,proukr
3942,1936859629,pax
3943,1939118838,pax
3944,1941525613,proukr
3945,1942241203,proukr
3946,1942940388,proukr
3947,1947443738,pax
3948,1947665678,proukr
3949,1950854582,prorus
3950,1952908578,proukr
3951,1953353484,proukr
3952,1955339492,proukr
3953,1958553691,proukr
3954,1961105160,proukr
3955,1961279371,pax
3956,1962578545,proukr
3957,1963097234,proukr
3958,1964557453,proukr
3959,1965745129,proukr
3960,1967614184,pax
3961,1969346438,pax
3962,1972009579,proukr
3963,1972283172,proukr
3964,1972766527,proukr
3965,2150671412,pax
3966,2151419805,pax
3967,2151684682,proukr
3968,2152584757,proukr
3969,2154499070,proukr
3970,2155930262,proukr
3971,2157359952,pax
3972,2158518749,pax
3973,2158972724,proukr
3974,2159794280,pax
3975,2160115334,proukr
3976,2160842262,proukr
3977,2160878177,prorus
3978,2161351860,proukr
3979,2161616220,proukr
3980,2162442780,pax
3981,2162690432,proukr
3982,2162889720,proukr
3983,2163491566,pax
3984,2165952774,pax
3985,2166228729,proukr
3986,2166263642,proukr
3987,2167067305,pax
3988,2167158764,pax
3989,2168155795,proukr
3990,2168444202,proukr
3991,2171052639,proukr
3992,2171907357,proukr
3993,2172594971,proukr
3994,2173403836,pax
3995,2174184543,dontcare
3996,2174264578,pax
3997,2174507470,dontcare
3998,2174644277,proukr
3999,2174925633,proukr
4000,2176979617,proukr
4001,2178600162,proukr
4002,2179843303,prorus
4003,2180141025,pax
4004,2180151155,pax
4005,2181233697,pax
4006,2181397577,dontcare
4007,2181515911,pax
4008,2182057114,pax
4009,2182855216,pax
4010,2184594530,pax
4011,2184959156,proukr
4012,2185756411,proukr
4013,2186669863,pax
4014,2187999125,proukr
4015,2188040201,proukr
4016,2188096878,pax
4017,2188533925,proukr
4018,2189083044,pax
4019,2189151060,proukr
4020,2191322815,dontcare
4021,2193927013,proukr
4022,2194241613,pax
4023,2194543537,pax
4024,2194870413,proukr
4025,2194926397,proukr
4026,2195037001,proukr
4027,2197894170,pax
4028,2198279047,dontcare
4029,2198357618,proukr
4030,2199975324,pax
4031,2200188236,proukr
4032,2200188788,proukr
4033,2200412632,pax
4034,2201705043,dontcare
4035,2202063265,prorus
4036,2202220496,proukr
4037,2203501085,pax
4038,2205932795,proukr
4039,2205939560,proukr
4040,2206169672,pax
4041,2206800207,proukr
4042,2206956642,dontcare
4043,2207577690,pax
4044,2209177619,proukr
4045,2209642982,proukr
4046,2210251178,proukr
4047,2210304948,proukr
4048,2212178465,proukr
4049,2212822237,pax
4050,2213268457,proukr
4051,2213552717,proukr
4052,2218697421,proukr
4053,2220186288,pax
4054,2220763525,proukr
4055,2221815392,proukr
4056,2222763626,proukr
4057,2223627398,proukr
4058,2224317068,dontcare
4059,2225633047,proukr
4060,2226919858,proukr
4061,2229071948,dontcare
4062,2229216430,pax
4063,2230699357,proukr
4064,2231037547,dontcare
4065,2231098022,proukr
4066,2231600652,proukr
4067,2231699054,proukr
4068,2233708580,proukr
4069,2235047637,proukr
4070,2236983040,proukr
4071,2237915732,proukr
4072,2238576392,proukr
4073,2241370434,pax
4074,2242769119,proukr
4075,2245399752,proukr
4076,2249718348,proukr
4077,2250045585,proukr
4078,2250640847,proukr
4079,2250666188,proukr
4080,2250763010,proukr
4081,2251908712,proukr
4082,2252146516,proukr
4083,2253139226,pax
4084,2254731012,proukr
4085,2255339388,proukr
4086,2255439716,proukr
4087,2255687900,proukr
4088,2255946627,proukr
4089,2256768729,dontcare
4090,2256931663,pax
4091,2257121711,pax
4092,2258870403,proukr
4093,2260576352,proukr
4094,2260717915,proukr
4095,2260872499,pax
4096,2262575765,proukr
4097,2263320834,proukr
4098,2266541233,proukr
4099,2267795582,pax
4100,2269463839,proukr
4101,2269557326,proukr
4102,2271151776,proukr
4103,2271561180,proukr
4104,2272185878,proukr
4105,2273474011,proukr
4106,2273770443,proukr
4107,2275116368,proukr
4108,2276857717,proukr
4109,2279225400,prorus
4110,2279320206,pax
4111,2283403518,pax
4112,2283827825,pax
4113,2287141863,proukr
4114,2288407855,dontcare
