,source,target
3131,27493883,263328671
3132,27493883,331317907
3133,27493883,801117264074379264
3134,27493883,345365317
3135,27493883,1478719520076595213
3136,27493883,342545264
3137,27493883,51097151
3138,27493883,845484648
3139,27493883,1258772473023287297
3140,27493883,1448030521259282434
3141,27493883,32935077
3142,27493883,1351134926096265218
3143,27493883,3216800375
3144,27493883,1429072044801642497
3145,27493883,274369575
3146,27493883,725761594379083777
3147,27493883,1458919919093964803
3148,27493883,114873175
3149,27493883,210995742
3150,27493883,2269557326
3151,27493883,819507775
3152,27493883,1500221417836720140
3153,27493883,1458848511835918343
3154,27493883,821185169126293506
3155,27493883,1348695358440931331
3156,27493883,828666082835701760
3157,27493883,1368784818608214020
3158,27493883,1357685830261895172
3159,27493883,1201819807
3160,27493883,73377501
3161,27493883,2387779440
3162,27493883,1321034651042041856
3163,27493883,1459252641343717381
3164,27493883,1101237231187046401
3165,27493883,1146790179920912387
3166,27493883,4340793021
3167,27493883,1344009981289496578
3168,27493883,1491795722
3169,27493883,48442917
3170,27493883,1325135754369110016
3171,27493883,1269307154378502150
3172,27493883,828722121748705280
3173,27493883,1258197244538490880
3174,27493883,99408825
3175,27632768,1205226529455632385
3176,27635954,2956836471
3177,27635954,934889626216656896
3178,27777747,1205226529455632385
3179,27873469,1205226529455632385
3180,27937260,1270133776748855304
3181,28089569,2956836471
3182,28097613,2956836471
3183,28106696,2616995078
3184,28186041,443369826
3185,28186041,1358152121556873217
3186,28427434,2301844336
3187,28549662,4018888580
3188,28605143,2301844336
3189,28803986,4018888580
3190,28817015,241581504
3191,28830796,1358152121556873217
3192,28861604,2956836471
3193,28861604,2202063265
3194,28861604,1317817827970134025
3195,28912098,1969346438
3196,28912519,4018888580
3197,29019934,1205226529455632385
3198,29083775,2616995078
3199,29170877,4018888580
3200,29286367,2677293150
3201,29421688,2956836471
3202,29744014,1205226529455632385
3203,29747246,2301844336
3204,29875219,443369826
3205,29973860,982767486
3206,30030404,2301844336
3207,30071264,1205226529455632385
3208,30095294,4018888580
3209,30095294,1205226529455632385
3210,30112633,1274181392876941313
3211,30112633,930419292
3212,30119049,1205226529455632385
3213,30205322,2956836471
3214,30212310,2956836471
3215,30268206,2956836471
3216,30294619,4018888580
3217,30423511,1402869817
3218,30488835,191389229
3219,30528686,989184638533951495
3220,30585720,4018888580
3221,30586620,1205226529455632385
3222,30719754,2956836471
3223,30722585,820731335157383170
3224,30779596,1349922686898724864
3225,30842039,392557812
3226,30892621,2956836471
3227,30921004,1205226529455632385
3228,30923981,2301844336
3229,31077930,1400973042487115777
3230,31097817,2616995078
3231,31140265,1358152121556873217
3232,31264273,1205226529455632385
3233,31300038,1205226529455632385
3234,31442310,49175397
3235,31451307,2956836471
3236,31569066,1402869817
3237,31698478,1447541603015528454
3238,31771149,1270133776748855304
3239,31771149,1141886020281085953
3240,31949738,700071853
3241,31994671,820731335157383170
3242,31994671,2202063265
3243,31994671,1212371718213267456
3244,32165709,122808422
3245,32206125,815708250217840640
3246,32326358,1270133776748855304
3247,32382705,2956836471
3248,32399655,760694335356690432
3249,32409320,984157074463608834
3250,32539175,1355917827052457987
3251,32640164,1270133776748855304
3252,32672078,1358152121556873217
3253,32747056,1205226529455632385
3254,32826334,319619581
3255,32826520,1358152121556873217
3256,32839217,1358152121556873217
3257,32850576,1256705564
3258,32894225,1969346438
3259,32920518,2460279166
3260,32920518,1270133776748855304
3261,32920518,1358152121556873217
3262,32920518,2301844336
3263,33243589,4018888580
3264,33378910,1433815236
3265,33418037,443369826
3266,33496285,2956836471
3267,33681295,2202063265
3268,33958093,841437061
3269,33960395,1090270096948248576
3270,34010230,1479082295961210890
3271,34253730,41929595
3272,34328422,700071853
3273,34329149,2453069245
3274,34486293,1358152121556873217
3275,34662952,815708250217840640
3276,34771806,1205226529455632385
3277,34858992,1270133776748855304
3278,34858992,468851612
3279,34874525,1205226529455632385
3280,34919936,1205226529455632385
3281,34960150,4018888580
3282,35093662,2460279166
3283,35152213,1270133776748855304
3284,35216837,368024466
3285,35221796,1205226529455632385
3286,35255340,1270133776748855304
3287,35255668,2616995078
3288,35398088,1205226529455632385
3289,35533492,392557812
3290,35554815,1364300855382573056
3291,35898070,368024466
3292,36111440,41929595
3293,36270166,2956836471
3294,36270166,2202063265
3295,36411279,1358152121556873217
3296,36473963,2956836471
3297,36513063,2460279166
3298,36706851,826226272418283520
3299,36710489,503061739
3300,36758992,1270133776748855304
3301,36892510,1247260723480231939
3302,37204163,1316038729027457025
3303,37204163,1253688657925378050
3304,37206945,934889626216656896
3305,37206945,3105328828
3306,37253998,3198802391
3307,37500052,367952682
3308,37558626,457743272
3309,37609340,1223684195257589760
3310,37698070,1170190346132828161
3311,37720703,305526924
3312,37724859,4018888580
3313,37755581,1402869817
3314,37779837,319619581
3315,37779837,2956836471
3316,37779837,836630673280626690
3317,37779837,2828727288
3318,37779837,2934104665
3319,37779837,419757788
3320,37779837,1380254015716528131
3321,37884137,2956836471
3322,37922193,2742542732
3323,37948589,392557812
3324,38027987,4018888580
3325,38027987,51681604
3326,38049495,815708250217840640
3327,38165283,1205226529455632385
3328,38696196,1205226529455632385
3329,38823728,1045412502
3330,38823728,820731335157383170
3331,38823728,2956836471
3332,38823728,2202063265
3333,38950884,368024466
3334,38950884,1205226529455632385
3335,38950884,91176799
3336,38950884,2301844336
3337,39029722,1402869817
3338,39076989,241581504
3339,39118839,1205226529455632385
3340,39490436,1270133776748855304
3341,39524457,2956836471
3342,39573154,4018888580
3343,39710163,1499306385296826372
3344,39780004,2956836471
3345,39808588,2956836471
3346,39813977,1402869817
3347,39813977,816459680163753984
3348,40081743,1969346438
3349,40249753,316797199
3350,40249753,790870659333259264
3351,40360763,2956836471
3352,40439535,443369826
3353,40487871,48074103
3354,40570553,4018888580
3355,40709756,2956836471
3356,41316531,2956836471
3357,41333934,2956836471
3358,41333934,316797199
3359,41338900,2956836471
3360,41455396,2956836471
3361,41580725,2956836471
3362,41677598,1090270096948248576
3363,41700167,3710888693
3364,41796306,2956836471
3365,41929595,1225978945297879041
3366,41929595,1541324454
3367,41929595,1282906904172343298
3368,41929595,1049471833836261382
3369,41929595,87131920
3370,41929595,1270053286108966912
3371,41929595,46828927
3372,41929595,2546122203
3373,41929595,1487423641730043907
3374,41929595,599475665
3375,41929595,1651880388
3376,41929595,714246353287667712
3377,41929595,1224164340749586432
3378,41929595,113939273
3379,41929595,307038329
3380,41929595,2591410081
3381,41929595,1132411370819993600
3382,41929595,392725328
3383,41929595,1360007832230240256
3384,41929595,1477488365654007808
3385,41929595,1500072520195706883
3386,41929595,948818101759500288
3387,41929595,4063495818
3388,41929595,898979912
3389,41929595,3935553925
3390,41929595,266288746
3391,41929595,938427200969330688
3392,41929595,3152934659
3393,41929595,1030421262
3394,41929595,1232487986178248706
3395,41929595,1450893533519486987
3396,41929595,819302849385558017
3397,41929595,1472541243028967424
3398,41929595,190853335
3399,41929595,1458676399103873033
3400,41929595,1498467255323181063
3401,41929595,4367035762
3402,41929595,1230333995029757953
3403,41929595,2966860624
3404,41929595,2390315175
3405,41929595,769646991278301184
3406,41929595,1072213959208525830
3407,41929595,873642973342388225
3408,41929595,397430245
3409,41929595,1108897816796110848
3410,41929595,931978724790202368
3411,41929595,818624813149421568
3412,41929595,1497667729922437126
3413,41929595,2850058686
3414,41929595,1499411924144074758
3415,41929595,919488982949429248
3416,41929595,1425007519
3417,41929595,61272407
3418,41929595,47096359
3419,41929595,301795932
3420,41929595,770656270986645506
3421,41929595,1171528185701261312
3422,41929595,2361481063
3423,41929595,926030701513846785
3424,41929595,1319825788871507969
3425,41929595,779398435
3426,41929595,898284042331631616
3427,41929595,1244942259709190144
3428,41929595,1166367950602997761
3429,41929595,4568936352
3430,41929595,808744291719790592
3431,41929595,499838840
3432,41929595,1048401503403294720
3433,41929595,739799648
3434,41929595,74772716
3435,41929595,1362339214789013511
3436,41929595,1038593077596839936
3437,41929595,134601375
3438,41929595,393007143
3439,41929595,938607001
3440,41929595,3082546368
3441,41929595,1032077998730752000
3442,41929595,1147687782153883652
3443,41929595,1098305897749565440
3444,41929595,2473151803
3445,41929595,980675970
3446,41929595,982767486
3447,41929595,1493730770518560774
3448,41929595,444321337
3449,41929595,1333143948
3450,41929595,356129514
3451,41929595,1479282754428755969
3452,41929595,4247191102
3453,41929595,1088127352327032832
3454,41929595,1185511095164911616
3455,41929595,1376178554476630027
3456,41929595,1067836507006865411
3457,41929595,1499159552025153536
3458,41929595,827011760876093440
3459,41929595,1375906402993111051
3460,41929595,1428762601
3461,41929595,1269459686983680002
3462,41929595,1096163647481511936
3463,41929595,1317680151027617792
3464,41929595,847899028826144768
3465,41929595,900196646537101312
3466,41929595,262083121
3467,41929595,335143897
3468,41929595,1700771629
3469,41929595,1379956512026681349
3470,41929595,702263954781949953
3471,41929595,1144095580219740166
3472,41929595,1421199317856096259
3473,41929595,1185920810084642816
3474,41929595,254782044
3475,41929595,1498736622
3476,41929595,1243995914341056517
3477,41929595,769896643
3478,41929595,720634976
3479,41929595,1260720946996011009
3480,42247052,742496527
3481,42247052,930419292
3482,42441516,2916025893
3483,42463513,2301844336
3484,42471578,2301844336
3485,42598630,2956836471
3486,42829191,816459680163753984
3487,42834437,771850346
3488,42910578,1317817827970134025
3489,42929376,2916025893
3490,42978665,1205226529455632385
3491,43173254,700071853
3492,43235064,1358152121556873217
3493,43302081,2956836471
3494,43345762,1358152121556873217
3495,43362509,2956836471
3496,43906902,4018888580
3497,43977694,2202063265
3498,43977694,1317817827970134025
3499,44168170,1347282456987258880
3500,44207644,2956836471
3501,44265306,1205226529455632385
3502,44335874,2842034452
3503,44335874,2588045113
3504,44387316,2301844336
3505,44436320,816459680163753984
3506,44438054,2616995078
3507,44652413,722431116
3508,44670257,943557459830075395
3509,44851811,1969346438
3510,45065461,49175397
3511,45159239,2956836471
3512,45283825,815708250217840640
3513,45473645,1197961849314168833
3514,45642634,2956836471
3515,45643787,2956836471
3516,45673524,3336987819
3517,45673524,1329566710748172288
3518,45691745,2956836471
3519,45788514,2956836471
3520,45874570,191389229
3521,45879683,758709829066252288
3522,45890260,492909670
3523,45894815,1205226529455632385
3524,46009904,982767486
3525,46079029,2956836471
3526,46096501,1347282456987258880
3527,46300449,1170190346132828161
3528,46369866,2956836471
3529,46478528,1446955666673909762
3530,46542025,4018888580
3531,46667252,319619581
3532,46841910,457743272
3533,46868596,2956836471
3534,46928097,419622371
3535,46980962,443369826
3536,47140171,1401015246718914560
3537,47356091,1205226529455632385
3538,47485480,1197961849314168833
3539,47733804,2301844336
3540,47863230,4018888580
3541,47891027,931131044803366912
3542,47891027,312002806
3543,47891027,1384165113205198860
3544,47891027,266288746
3545,47927299,1969346438
3546,47993321,392557812
3547,48074103,1256705564
3548,48074103,2985497453
3549,48074103,1958553691
3550,48130874,1205226529455632385
3551,48157323,443369826
3552,48162456,1354780456714174467
3553,48205970,1205226529455632385
3554,48218452,816459680163753984
3555,48224749,1205226529455632385
3556,48260520,96822790
3557,48366616,2956836471
3558,48650713,2956836471
3559,48779872,1270133776748855304
3560,48779872,96822790
3561,48928700,1270133776748855304
3562,48928700,801241930508083200
3563,48959540,1401015246718914560
3564,48959540,319619581
3565,48959540,2956836471
3566,48992513,1426110037806694402
3567,48992513,2254731012
3568,48992513,226512656
3569,48992513,1461324483139039246
3570,49138102,1205226529455632385
3571,49172161,1248996730940448774
3572,49175397,760694335356690432
3573,49175397,1270133776748855304
3574,49175397,1523891821
3575,49175397,1244343789893844994
3576,49175397,520148825
3577,49175397,822721631785259009
3578,49175397,172559532
3579,49175397,1313870288094986241
3580,49175397,1037028403734446080
3581,49175397,1448338665508417542
3582,49175397,2458559876
3583,49175397,64076505
3584,49175397,1085290065490632704
3585,49175397,1359926300903960581
3586,49175397,360225537
3587,49175397,1314006207909318658
3588,49175397,93558188
3589,49175397,1385621981828165632
3590,49175397,880008290
3591,49175397,71799995
3592,49175397,152735017
3593,49175397,728752400790589441
3594,49175397,2964161673
3595,49175397,2952552491
3596,49175397,2567396900
3597,49175397,624827127
3598,49175397,2460279166
3599,49175397,216767555
3600,49175397,1224131065381642246
3601,49175397,1292476725977387010
3602,49175397,1161269334188183553
3603,49175397,1211394495654162433
3604,49175397,134917795
3605,49175397,1276904608032591875
3606,49175397,816459680163753984
3607,49175397,1080666845282213890
3608,49175397,1374289180705107968
3609,49175397,384007183
3610,49175397,403118869
3611,49175397,1039700950384963586
3612,49175397,2340522188
3613,49175397,559788124
3614,49175397,1220464746488573952
3615,49175397,237045706
3616,49175397,1210926500704243712
3617,49175397,3602064317
3618,49175397,771408483342282753
3619,49175397,1303354193533599747
3620,49191742,191389229
3621,49256882,2956836471
3622,49263611,841437061
3623,49427517,1186918640425328640
3624,49427517,245960120
3625,49427517,2397844595
3626,49427517,1380163632
3627,49427517,398100478
3628,49427517,405792460
3629,49427517,931508288
3630,49427517,793367160341094400
3631,49427517,4785762898
3632,49427517,971183564715945986
3633,49427517,979747878347386880
3634,49427517,255988433
3635,49427517,624980762
3636,49427517,2252146516
3637,49427517,1197297197827739649
3638,49427517,477333459
3639,49427517,974614259333246977
3640,49427517,1155085159
3641,49427517,1603331444
3642,49427517,541824556
3643,49427517,4118737401
3644,49427517,236055365
3645,49427517,462427721
3646,49427517,959192415428120576
3647,49427517,1486038435425132544
3648,49447916,145619730
3649,49461561,2956836471
3650,49461561,2202063265
3651,49491544,745143590385377280
3652,49634690,2301844336
3653,49652959,1969346438
3654,49752279,2202063265
3655,49784759,1278701004
3656,49848536,1354780456714174467
3657,49848536,825127941507944448
3658,49848536,2862661283
3659,49848536,2781698075
3660,49848536,846766919684378625
3661,49848536,1498415953524187146
3662,49848536,1464847548535955460
3663,49848536,888835301530943488
3664,49848536,1355917827052457987
3665,49990050,864663235923820545
3666,50005040,392557812
3667,50015770,1090270096948248576
3668,50015770,944232843831541761
3669,50102012,282076470
3670,50207358,501638072
3671,50276630,3064143615
3672,50355977,419622371
3673,50602482,2301844336
3674,50615511,1447541603015528454
3675,50645038,388187529
3676,50648364,1445695336224198662
3677,50666280,457743272
3678,50690761,1358152121556873217
3679,50867079,443369826
3680,50961964,443369826
3681,51213279,2202063265
3682,51448900,2616995078
3683,51467779,944232843831541761
3684,51639017,2301844336
3685,51827732,801241930508083200
3686,51827732,1507279322
3687,51837775,282076470
3688,52079138,392557812
3689,52151681,1205226529455632385
3690,52260914,147401660
3691,52260914,1362172682
3692,52260914,2842034452
3693,52379596,4018888580
3694,52400775,2956836471
3695,52400775,1426110037806694402
3696,52466536,1447541603015528454
3697,52560479,2956836471
3698,52610792,1270133776748855304
3699,52761753,700071853
3700,52914244,3105328828
3701,52990866,2956836471
3702,53124750,4018888580
3703,53124750,84304067
3704,53166374,241581504
3705,53166374,1355917827052457987
3706,53179643,2301844336
3707,53199373,1969346438
3708,53646835,722431116
3709,53817701,1235584294111850496
3710,53966720,368024466
3711,53987235,815708250217840640
3712,54831377,4018888580
3713,54872964,745143590385377280
3714,54999242,1353366187791560704
3715,54999242,2956836471
3716,55073553,443369826
3717,55081186,1205226529455632385
3718,55104031,4018888580
3719,55181938,2956836471
3720,55181938,2202063265
3721,55181938,1317817827970134025
3722,55271791,468851612
3723,55387418,1307865457903448064
3724,55387418,1243790173663526912
3725,55387418,1497536660564688898
3726,55396121,1205226529455632385
3727,55420589,1248996730940448774
3728,55592643,191389229
3729,56030702,4018888580
3730,56182209,2956836471
3731,56254011,2956836471
3732,56254011,1412125415993397251
3733,56370885,2956836471
3734,56626997,1205226529455632385
3735,56703451,4018888580
3736,56703451,1205226529455632385
3737,56727283,2301844336
3738,56751272,1024980836368769026
3739,56763156,1205226529455632385
3740,56798124,1205226529455632385
3741,57072321,2301844336
3742,57080128,2616995078
3743,57141757,443369826
3744,57145506,4018888580
3745,57249301,4018888580
3746,57622123,2202063265
3747,57785323,1358152121556873217
3748,57788007,4018888580
3749,57975537,2301844336
3750,57992091,826226272418283520
3751,57992091,69730304
3752,58015438,2202063265
3753,58015438,790870659333259264
3754,58023906,4018888580
3755,58102624,241581504
3756,58156915,3105328828
3757,58163887,1317817827970134025
3758,58229249,1205226529455632385
3759,58247771,468851612
3760,58281693,241581504
3761,58290199,2573480784
3762,58361723,722431116
3763,58594493,815708250217840640
3764,58763283,2956836471
3765,59007923,1270133776748855304
3766,59012898,4018888580
3767,59305661,316797199
3768,59379444,4018888580
3769,59515655,1433815236
3770,59902604,492909670
3771,60290338,2956836471
3772,60474495,803612732
3773,60651296,316797199
3774,60886623,419622371
3775,60925423,1205226529455632385
3776,61104689,4018888580
3777,61292316,391601240
3778,61292316,1259405905659146240
3779,61292316,869139634449764353
3780,61292316,464840222
3781,61292316,2174184543
3782,61292316,1267852756150366210
3783,61292316,1383156096093843456
3784,61292316,906647966
3785,61292316,856216775830253568
3786,61292316,1263223454549127169
3787,61292316,2343067570
3788,61292316,417144616
3789,61292316,550555137
3790,61292316,785469028106178561
3791,61292316,1205558561943773189
3792,61292316,1084490929791066113
3793,61292316,3371001149
3794,61292316,778101974898184192
3795,61292316,1062963775
3796,61292316,1375811605561217026
3797,61292316,310394988
3798,61292316,417340374
3799,61292316,2453069245
3800,61292316,1110910978676441088
3801,61292316,1209946821612777478
3802,61292316,1353843853862834177
3803,61292316,1251187803750309889
3804,61292316,126129869
3805,61292316,1231577023
3806,61292316,797365087518523392
3807,61292316,1924501530
3808,61292316,2745183258
3809,61292316,473098846
3810,61292316,1277940229135953921
3811,61292316,3305610275
3812,61292316,1462897207301005320
3813,61292316,986479413251293184
3814,61292316,2257121711
3815,61292316,1231395225207263232
3816,61292316,405409223
3817,61292316,501137418
3818,61292316,810476391674290177
3819,61319540,2322424306
3820,61399101,596268186
3821,61475018,1364300855382573056
3822,61939378,1270133776748855304
3823,61987976,2956836471
3824,62514553,3198802391
3825,62694013,4018888580
3826,62780040,2301844336
3827,63125168,930419292
3828,63466488,2956836471
3829,63958907,241581504
3830,63958907,1205226529455632385
3831,64035849,457743272
3832,64195087,1205226529455632385
3833,64450084,2956836471
3834,64523172,754913164827959300
3835,64863181,1498069218251661312
3836,65129573,241581504
3837,65168366,2956836471
3838,65314051,2956836471
3839,65499719,584834521
3840,65535162,1045412502
3841,65535162,2453069245
3842,65586117,934889626216656896
3843,65586117,1969346438
3844,65612538,1247260723480231939
3845,65617648,305526924
3846,65617648,1132012546637090816
3847,65617648,1205226529455632385
3848,65618767,2956836471
3849,65627319,2956836471
3850,65703629,1270133776748855304
3851,65729000,2956836471
3852,65850162,2956836471
3853,66169191,2956836471
3854,66835789,1223684195257589760
3855,67056272,2301844336
3856,67687099,784084496098492416
3857,67826643,4018888580
3858,67860334,1552087633
3859,68384455,1447541603015528454
3860,68611629,943557459830075395
3861,68680081,1270133776748855304
3862,69097408,443369826
3863,69110423,2956836471
3864,69409043,2956836471
3865,69558002,1045412502
3866,69558002,2537862475
3867,69558002,1369154816
3868,69653030,1095146858849038341
3869,70442852,1205226529455632385
3870,70586345,4018888580
3871,70771432,4018888580
3872,71069355,2202063265
3873,71761060,1307865457903448064
3874,72285277,826226272418283520
3875,72325145,3710888693
3876,72684950,2956836471
3877,72886834,1447541603015528454
3878,73377501,2460279166
3879,73377501,760694335356690432
3880,73377501,1142623492141211650
3881,73706121,1495892938622218241
3882,73706121,1430937618657812494
3883,73706121,377882157
3884,73706121,1494761606806441986
3885,73706121,1049471833836261382
3886,73706121,1281974710880935936
3887,73706121,711966495413280770
3888,73706121,1491160523160924176
3889,73706121,483029260
3890,73706121,823296060
3891,73706121,1251804702972379136
3892,73706121,1427703467880165390
3893,73706121,2850918173
3894,74709552,2956836471
3895,75077335,347907284
3896,75629232,4018888580
3897,75794724,745143590385377280
3898,75929738,4018888580
3899,76565559,4018888580
3900,76774672,2956836471
3901,76941017,316797199
3902,76963575,392557812
3903,77009411,1274181392876941313
3904,77553106,2956836471
3905,77826056,4018888580
3906,77973889,2453069245
3907,78107726,2956836471
3908,78554747,1256705564
3909,78635274,2453069245
3910,78689880,2956836471
3911,78739450,1253688657925378050
3912,78754634,1205226529455632385
3913,78889059,501137418
3914,78935467,810476391674290177
3915,79201672,1205226529455632385
3916,79311103,1479082295961210890
3917,79511997,2322424306
3918,79742470,2956836471
3919,79742470,2616995078
3920,79769567,2202063265
3921,79769567,2616995078
3922,80171880,4018888580
3923,80372652,2956836471
3924,80737025,147401660
3925,80796593,2616995078
3926,80901413,1358152121556873217
3927,81410922,1969346438
3928,81457290,762340949716570112
3929,81560180,2956836471
3930,82303843,1140858740108926977
3931,82894463,2956836471
3932,82907797,1402869817
3933,83069175,122808422
3934,83198074,2956836471
3935,83198074,2202063265
3936,83577637,121197832
3937,83674382,1401015246718914560
3938,83674382,1081484761934319623
3939,83674382,820731335157383170
3940,83674382,2956836471
3941,83674382,2202063265
3942,83674382,1317817827970134025
3943,83674382,2616995078
3944,83674382,1212371718213267456
3945,83674382,1438776722841866241
3946,83674382,790870659333259264
3947,83674382,2725140107
3948,83929915,2956836471
3949,83967276,1969346438
3950,84121539,1969346438
3951,84440104,2842034452
3952,84450102,2453069245
3953,84534682,305526924
3954,84535305,841437061
3955,84580374,1401015246718914560
3956,84580374,2202063265
3957,84580374,316797199
3958,84919437,1205226529455632385
3959,85090936,920081160
3960,85090936,2453069245
3961,85090936,1134921242
3962,85199704,2956836471
3963,85199704,2202063265
3964,85199704,2616995078
3965,85283202,826226272418283520
3966,85432715,2616995078
3967,85950775,161536335
3968,85950775,417941587
3969,86168072,2956836471
3970,86495239,919915692375330816
3971,86495239,1407171642879463424
3972,87090179,241581504
3973,87119348,2616995078
3974,87250666,1270133776748855304
3975,87629219,4018888580
3976,87629219,829855036372979712
3977,88030799,1205226529455632385
3978,88188974,195876127
3979,88251779,2956836471
3980,88251779,2616995078
3981,88252748,1205226529455632385
3982,88490042,4018888580
3983,88536821,2670627368
3984,88683186,443369826
3985,88759671,1270133776748855304
3986,88869834,2460279166
3987,88869834,815708250217840640
3988,88939583,148934677
3989,89022039,820731335157383170
3990,89022039,2956836471
3991,89219352,2202063265
3992,89319056,700071853
3993,89319056,1205226529455632385
3994,89431746,820731335157383170
3995,89431746,2202063265
3996,89431746,1317817827970134025
3997,89431746,790870659333259264
3998,89541537,1090270096948248576
3999,90007967,1347282456987258880
4000,90085963,1433815236
4001,90123499,2301844336
4002,90133405,4018888580
4003,90283136,1165320154802204672
4004,90468301,1401015246718914560
4005,90492110,2202063265
4006,90516952,1134083385784242177
4007,90761863,1165621107715641350
4008,90849769,3064143615
4009,91109230,4018888580
4010,91166320,2956836471
4011,91176799,906167665806508032
4012,91176799,1413768458139881472
4013,91176799,825652315
4014,91176799,1369189029028065282
4015,91176799,1376648654338076673
4016,91176799,1486065526438830081
4017,91176799,1327928839847219201
4018,91176799,1452766518073298951
4019,91176799,1487959656437714949
4020,91176799,1170723920
4021,91176799,1400120383873994754
4022,91176799,1311334415377760256
4023,91176799,498631199
4024,91176799,1281303947857113088
4025,91176799,1262857083017297920
4026,91176799,940142567047532544
4027,91176799,772465605731418112
4028,91176799,1338942281458573313
4029,91176799,1379590256450658304
4030,91176799,3411004725
4031,91176799,1476465895669223426
4032,91176799,1497359263374745601
4033,91176799,2250640847
4034,91176799,1008989176690298882
4035,91176799,804219825702604800
4036,91176799,2241370434
4037,91176799,3318354695
4038,91176799,265108546
4039,91176799,1423057907868971016
4040,91176799,989626967044444160
4041,91176799,851791909
4042,91205744,2956836471
4043,91342907,1278701004
4044,91463418,1401015246718914560
4045,91463418,1205226529455632385
4046,91887326,305526924
4047,92128054,495623215
4048,92149105,4009632850
4049,92342478,1969346438
4050,92762847,2956836471
4051,92762847,1256705564
4052,92984487,1256705564
4053,93025542,2956836471
4054,93040337,2956836471
4055,93558188,760694335356690432
4056,93666068,1354780456714174467
4057,93666068,443369826
4058,93957129,4018888580
4059,94668695,4018888580
4060,94678895,784084496098492416
4061,94763524,443369826
4062,94839103,721706763813138432
4063,95218114,2202063265
4064,95624653,392557812
4065,95888742,2202063265
4066,95947849,1274181392876941313
4067,96288119,2916025893
4068,96363837,2301844336
4069,96447774,2956836471
4070,96822790,155036051
4071,96822790,1280161149233893376
4072,96822790,1499555261253660697
4073,96822790,514482028
4074,96822790,229075545
4075,96882672,3198802391
4076,96901528,4018888580
4077,97067282,4018888580
4078,97319768,4018888580
4079,97492075,944232843831541761
4080,97869040,1270133776748855304
4081,97931869,2956836471
4082,97963505,1140858740108926977
4083,98014441,4018888580
4084,98693012,700071853
4085,98903593,2301844336
4086,99332835,1500060268990185477
4087,99408825,468851612
4088,99408825,2301844336
4089,99579978,2956836471
4090,100340670,2956836471
4091,100458487,4018888580
4092,100469505,1024980836368769026
4093,101061289,1498871513939914755
4094,101944980,1244306606441070594
4095,102102479,1205226529455632385
4096,102134228,2956836471
4097,102134228,2202063265
4098,102134228,1212371718213267456
4099,102350655,391601240
4100,102483198,1247260723480231939
4101,102810625,2187999125
4102,102829449,2616995078
4103,102871670,468851612
4104,102929461,1045412502
4105,103066176,943557459830075395
4106,103088894,2301844336
4107,103365617,2956836471
4108,103402210,2202063265
4109,104636741,1498871513939914755
4110,104887943,771850346
4111,105051697,760694335356690432
4112,105189594,2956836471
4113,105435498,2956836471
4114,105468938,319619581
4115,105468938,2202063265
4116,105610777,4018888580
4117,105610777,1497565741800960009
4118,105974378,721706763813138432
4119,106068828,501137418
4120,106457836,4018888580
4121,106515366,2453069245
4122,106515366,1146266509167202305
4123,107056278,148934677
4124,107391815,820731335157383170
4125,107391815,2956836471
4126,107391815,2202063265
4127,107391815,1317817827970134025
4128,107426979,193680125
4129,107426979,741752628728598528
4130,107426979,1718357838
4131,107460232,760694335356690432
4132,107489106,2956836471
4133,107667199,894808080
4134,107729108,148934677
4135,107841911,282076470
4136,107886768,1248996730940448774
4137,107956816,2956836471
4138,108076414,1205226529455632385
4139,108266878,1205226529455632385
4140,108448305,4018888580
4141,108556027,457743272
4142,108556027,4018888580
4143,109276061,2202063265
4144,109378565,1358152121556873217
4145,109529786,997832030736924672
4146,110014709,2301844336
4147,110185291,2616995078
4148,110228223,739256153100722176
4149,110228223,2301844336
4150,110281305,347907284
4151,110460403,2956836471
4152,110525656,1045412502
4153,110564264,443369826
4154,110855256,2956836471
4155,111348370,2956836471
4156,112653500,1401015246718914560
4157,112653500,820731335157383170
4158,112653500,2956836471
4159,112653500,2202063265
4160,112653500,1317817827970134025
4161,112653500,2616995078
4162,112934639,2784051524
4163,112934639,3082939222
4164,113008098,2956836471
4165,113120160,319619581
4166,113328047,2301844336
4167,113458391,826226272418283520
4168,113516609,1270133776748855304
4169,113649490,1220020849652137984
4170,114276046,2956836471
4171,114355626,1045412502
4172,114549208,2301844336
4173,114888384,2616995078
4174,115305113,2616995078
4175,115308684,1205226529455632385
4176,115638729,1274181392876941313
4177,115771812,1170190346132828161
4178,116225202,2892619148
4179,116234100,1270133776748855304
4180,116630205,4018888580
4181,116804978,2956836471
4182,117001251,4018888580
4183,117717305,2956836471
4184,118015925,2202063265
4185,118156479,1274181392876941313
4186,118205842,1132012546637090816
4187,118752293,1205226529455632385
4188,118763955,419622371
4189,118829905,4018888580
4190,119001611,1259405905659146240
4191,119306489,4018888580
4192,119322388,131153704
4193,119725697,392557812
4194,120206634,1205226529455632385
4195,121197832,1447541603015528454
4196,121197832,1498662535469445123
4197,121197832,1493975724390289416
4198,121197832,1267494421093851141
4199,121756913,2322424306
4200,122146629,2956836471
4201,122272305,148934677
4202,122351845,2956836471
4203,122636052,2956836471
4204,122808422,191203584
4205,122808422,912387111520690178
4206,122808422,549697565
4207,122808422,336232230
4208,122808422,396312747
4209,122808422,1967614184
4210,122808422,1251961209810796550
4211,122808422,435164767
4212,122808422,143225212
4213,122808422,477713406
